"Gene"
"ENSG00000109255.11|NMU"
"ENSG00000111961.17|SASH1"
"ENSG00000183287.13|CCBE1"
"ENSG00000197479.6|PCDHB11"
"ENSG00000073792.15|IGF2BP2"
"ENSG00000157150.4|TIMP4"
"ENSG00000105085.10|MED26"
"ENSG00000257949.6|TEN1"
"ENSG00000225733.5|FGD5-AS1"
"ENSG00000110013.12|SIAE"
"ENSG00000244040.5|IL12A-AS1"
"ENSG00000169217.8|CD2BP2"
"ENSG00000167925.15|GHDC"
"ENSG00000115271.10|GCA"
"ENSG00000125266.6|EFNB2"
"ENSG00000184385.2|UMODL1-AS1"
"ENSG00000154447.14|SH3RF1"
"ENSG00000136867.10|SLC31A2"
"ENSG00000103064.13|SLC7A6"
"ENSG00000225742.5|RP11-513G11.4"
"ENSG00000229453.2|SPINK8"
"ENSG00000162441.11|LZIC"
"ENSG00000130829.17|DUSP9"
"ENSG00000198604.10|BAZ1A"
"ENSG00000107902.13|LHPP"
"ENSG00000239922.1|RP11-71N10.1"
"ENSG00000231758.2|AC092652.1"
"ENSG00000158169.12|FANCC"
"ENSG00000245694.9|CRNDE"
"ENSG00000183111.11|ARHGEF37"
"ENSG00000174607.10|UGT8"
"ENSG00000123901.8|GPR83"
"ENSG00000105339.10|DENND3"
"ENSG00000182934.11|SRPRA"
"ENSG00000183654.8|MARCH11"
"ENSG00000164112.12|TMEM155"
"ENSG00000069667.15|RORA"
"ENSG00000084636.17|COL16A1"
"ENSG00000125703.14|ATG4C"
"ENSG00000257086.1|RP11-783K16.13"
"ENSG00000174749.5|C4orf32"
"ENSG00000162545.5|CAMK2N1"
"ENSG00000196110.7|ZNF699"
"ENSG00000184544.11|DHRS7C"
"ENSG00000144792.9|ZNF660"
"ENSG00000168268.10|NT5DC2"
"ENSG00000085719.12|CPNE3"
"ENSG00000091622.15|PITPNM3"
"ENSG00000176049.15|JAKMIP2"
"ENSG00000124275.14|MTRR"
"ENSG00000033327.12|GAB2"
"ENSG00000179603.17|GRM8"
"ENSG00000159423.16|ALDH4A1"
"ENSG00000100596.6|SPTLC2"
"ENSG00000171759.9|PAH"
"ENSG00000104856.13|RELB"
"ENSG00000171606.17|ZNF274"
"ENSG00000115884.10|SDC1"
"ENSG00000049759.17|NEDD4L"
"ENSG00000218739.9|CEBPZOS"
"ENSG00000168310.10|IRF2"
"ENSG00000163938.16|GNL3"
"ENSG00000236333.3|TRHDE-AS1"
"ENSG00000188227.12|ZNF793"
"ENSG00000136883.12|KIF12"
"ENSG00000155011.8|DKK2"
"ENSG00000065833.8|ME1"
"ENSG00000204967.10|PCDHA4"
"ENSG00000148143.12|ZNF462"
"ENSG00000153975.9|ZUFSP"
"ENSG00000130203.9|APOE"
"ENSG00000176971.3|FIBIN"
"ENSG00000059378.12|PARP12"
"ENSG00000124459.11|ZNF45"
"ENSG00000131931.8|THAP1"
"ENSG00000116001.15|TIA1"
"ENSG00000101049.14|SGK2"
"ENSG00000168806.7|LCMT2"
"ENSG00000176371.13|ZSCAN2"
"ENSG00000104691.14|UBXN8"
"ENSG00000005513.9|SOX8"
"ENSG00000068912.13|ERLEC1"
"ENSG00000223768.1|LINC00205"
"ENSG00000171903.16|CYP4F11"
"ENSG00000161981.10|SNRNP25"
"ENSG00000156076.9|WIF1"
"ENSG00000116266.10|STXBP3"
"ENSG00000104218.14|CSPP1"
"ENSG00000113296.14|THBS4"
"ENSG00000186910.3|SERPINA11"
"ENSG00000132792.18|CTNNBL1"
"ENSG00000154330.12|PGM5"
"ENSG00000134072.10|CAMK1"
"ENSG00000113319.11|RASGRF2"
"ENSG00000103495.13|MAZ"
"ENSG00000162490.6|DRAXIN"
"ENSG00000139323.13|POC1B"
"ENSG00000116711.9|PLA2G4A"
"ENSG00000112081.16|SRSF3"
"ENSG00000185728.16|YTHDF3"
"ENSG00000183018.8|SPNS2"
"ENSG00000117016.9|RIMS3"
"ENSG00000137801.10|THBS1"
"ENSG00000111450.13|STX2"
"ENSG00000130590.13|SAMD10"
"ENSG00000183684.7|ALYREF"
"ENSG00000105373.18|GLTSCR2"
"ENSG00000125246.15|CLYBL"
"ENSG00000105248.15|CCDC94"
"ENSG00000147459.17|DOCK5"
"ENSG00000103253.17|HAGHL"
"ENSG00000105251.10|SHD"
"ENSG00000185009.12|AP3M1"
"ENSG00000178397.12|FAM220A"
"ENSG00000154328.15|NEIL2"
"ENSG00000116885.18|OSCP1"
"ENSG00000147144.12|CCDC120"
"ENSG00000102001.12|CACNA1F"
"ENSG00000160678.11|S100A1"
"ENSG00000143815.14|LBR"
"ENSG00000176435.6|CLEC14A"
"ENSG00000105520.10|PLPPR2"
"ENSG00000185043.10|CIB1"
"ENSG00000131378.13|RFTN1"
"ENSG00000100802.14|C14orf93"
"ENSG00000235823.1|OLMALINC"
"ENSG00000090447.11|TFAP4"
"ENSG00000172175.12|MALT1"
"ENSG00000107937.18|GTPBP4"
"ENSG00000041802.10|LSG1"
"ENSG00000149451.17|ADAM33"
"ENSG00000129317.14|PUS7L"
"ENSG00000073584.18|SMARCE1"
"ENSG00000059573.8|ALDH18A1"
"ENSG00000169085.11|C8orf46"
"ENSG00000174718.11|KIAA1551"
"ENSG00000017427.15|IGF1"
"ENSG00000198483.12|ANKRD35"
"ENSG00000042062.11|FAM65C"
"ENSG00000010404.17|IDS"
"ENSG00000184305.14|CCSER1"
"ENSG00000135503.12|ACVR1B"
"ENSG00000144227.4|NXPH2"
"ENSG00000204060.6|FOXO6"
"ENSG00000148702.14|HABP2"
"ENSG00000071282.11|LMCD1"
"ENSG00000127334.10|DYRK2"
"ENSG00000167986.13|DDB1"
"ENSG00000182944.17|EWSR1"
"ENSG00000118407.14|FILIP1"
"ENSG00000121644.18|DESI2"
"ENSG00000132825.6|PPP1R3D"
"ENSG00000122970.15|IFT81"
"ENSG00000108021.19|FAM208B"
"ENSG00000196455.7|PIK3R4"
"ENSG00000183647.10|ZNF530"
"ENSG00000181790.10|ADGRB1"
"ENSG00000137868.18|STRA6"
"ENSG00000177733.6|HNRNPA0"
"ENSG00000131370.15|SH3BP5"
"ENSG00000117643.14|MAN1C1"
"ENSG00000051108.14|HERPUD1"
"ENSG00000158113.12|LRRC43"
"ENSG00000120549.17|KIAA1217"
"ENSG00000180011.6|ZADH2"
"ENSG00000160191.17|PDE9A"
"ENSG00000182366.9|FAM87A"
"ENSG00000070371.15|CLTCL1"
"ENSG00000166704.11|ZNF606"
"ENSG00000139946.9|PELI2"
"ENSG00000022567.9|SLC45A4"
"ENSG00000206190.11|ATP10A"
"ENSG00000130340.15|SNX9"
"ENSG00000228677.1|TTC3-AS1"
"ENSG00000197696.9|NMB"
"ENSG00000102871.15|TRADD"
"ENSG00000104267.9|CA2"
"ENSG00000258377.1|RP11-649E7.5"
"ENSG00000176884.14|GRIN1"
"ENSG00000170037.13|CNTROB"
"ENSG00000130720.12|FIBCD1"
"ENSG00000196782.12|MAML3"
"ENSG00000073756.11|PTGS2"
"ENSG00000106976.20|DNM1"
"ENSG00000137770.13|CTDSPL2"
"ENSG00000166341.7|DCHS1"
"ENSG00000235750.9|KIAA0040"
"ENSG00000141258.12|SGSM2"
"ENSG00000172965.14|MIR4435-2HG"
"ENSG00000089847.12|ANKRD24"
"ENSG00000144290.16|SLC4A10"
"ENSG00000147044.20|CASK"
"ENSG00000127870.16|RNF6"
"ENSG00000131018.22|SYNE1"
"ENSG00000180233.10|ZNRF2"
"ENSG00000105202.7|FBL"
"ENSG00000067798.14|NAV3"
"ENSG00000137094.14|DNAJB5"
"ENSG00000053438.8|NNAT"
"ENSG00000126261.12|UBA2"
"ENSG00000065361.14|ERBB3"
"ENSG00000149633.11|KIAA1755"
"ENSG00000130368.5|MAS1"
"ENSG00000176393.10|RNPEP"
"ENSG00000165118.14|C9orf64"
"ENSG00000049245.12|VAMP3"
"ENSG00000165186.10|PTCHD1"
"ENSG00000070778.12|PTPN21"
"ENSG00000183773.15|AIFM3"
"ENSG00000254561.3|RP11-196E1.3"
"ENSG00000266642.2|RP11-20B24.4"
"ENSG00000184486.9|POU3F2"
"ENSG00000161265.14|U2AF1L4"
"ENSG00000228060.1|RP11-69E11.8"
"ENSG00000205426.10|KRT81"
"ENSG00000146197.8|SCUBE3"
"ENSG00000197859.9|ADAMTSL2"
"ENSG00000101161.7|PRPF6"
"ENSG00000078295.16|ADCY2"
"ENSG00000182601.6|HS3ST4"
"ENSG00000164190.16|NIPBL"
"ENSG00000115977.18|AAK1"
"ENSG00000103260.8|METRN"
"ENSG00000084234.16|APLP2"
"ENSG00000110025.12|SNX15"
"ENSG00000263571.2|CTC-304I17.5"
"ENSG00000165553.4|NGB"
"ENSG00000261067.6|RP11-264B17.3"
"ENSG00000166224.16|SGPL1"
"ENSG00000058335.15|RASGRF1"
"ENSG00000085433.15|WDR47"
"ENSG00000104312.7|RIPK2"
"ENSG00000278195.1|SSTR3"
"ENSG00000145681.10|HAPLN1"
"ENSG00000174891.12|RSRC1"
"ENSG00000181450.17|ZNF678"
"ENSG00000117228.9|GBP1"
"ENSG00000112782.15|CLIC5"
"ENSG00000183785.14|TUBA8"
"ENSG00000135525.18|MAP7"
"ENSG00000149532.15|CPSF7"
"ENSG00000143924.18|EML4"
"ENSG00000010282.14|HHATL"
"ENSG00000231252.2|RP11-436K8.1"
"ENSG00000196872.11|KIAA1211L"
"ENSG00000176641.10|RNF152"
"ENSG00000177054.13|ZDHHC13"
"ENSG00000174473.15|GALNTL6"
"ENSG00000132463.13|GRSF1"
"ENSG00000178171.10|AMER3"
"ENSG00000176697.18|BDNF"
"ENSG00000141431.10|ASXL3"
"ENSG00000162616.8|DNAJB4"
"ENSG00000127472.10|PLA2G5"
"ENSG00000122012.13|SV2C"
"ENSG00000147454.13|SLC25A37"
"ENSG00000101363.12|MANBAL"
"ENSG00000157538.13|DSCR3"
"ENSG00000105143.12|SLC1A6"
"ENSG00000196503.2|ARL9"
"ENSG00000171345.13|KRT19"
"ENSG00000139990.17|DCAF5"
"ENSG00000197933.12|ZNF823"
"ENSG00000132386.10|SERPINF1"
"ENSG00000100997.18|ABHD12"
"ENSG00000157168.18|NRG1"
"ENSG00000129295.8|LRRC6"
"ENSG00000155093.17|PTPRN2"
"ENSG00000116497.17|S100PBP"
"ENSG00000133135.13|RNF128"
"ENSG00000196247.11|ZNF107"
"ENSG00000124507.10|PACSIN1"
"ENSG00000161243.8|FBXO27"
"ENSG00000235933.1|RP5-1185H19.2"
"ENSG00000140006.11|WDR89"
"ENSG00000148057.15|IDNK"
"ENSG00000138434.16|SSFA2"
"ENSG00000143390.17|RFX5"
"ENSG00000176293.19|ZNF135"
"ENSG00000160808.9|MYL3"
"ENSG00000145907.14|G3BP1"
"ENSG00000239930.2|AP001625.4"
"ENSG00000125734.14|GPR108"
"ENSG00000120645.11|IQSEC3"
"ENSG00000105499.13|PLA2G4C"
"ENSG00000116106.11|EPHA4"
"ENSG00000178467.17|P4HTM"
"ENSG00000162852.13|CNST"
"ENSG00000198060.9|MARCH5"
"ENSG00000197445.2|C16orf47"
"ENSG00000213741.8|RPS29"
"ENSG00000163346.16|PBXIP1"
"ENSG00000141198.13|TOM1L1"
"ENSG00000133574.9|GIMAP4"
"ENSG00000162949.16|CAPN13"
"ENSG00000158457.5|TSPAN33"
"ENSG00000111846.15|GCNT2"
"ENSG00000163714.17|U2SURP"
"ENSG00000197893.13|NRAP"
"ENSG00000196876.14|SCN8A"
"ENSG00000283646.1|RP11-24F11.5"
"ENSG00000059691.11|GATB"
"ENSG00000128309.16|MPST"
"ENSG00000260439.1|LMF1-AS1"
"ENSG00000174132.8|FAM174A"
"ENSG00000132274.15|TRIM22"
"ENSG00000123178.14|SPRYD7"
"ENSG00000182831.11|C16orf72"
"ENSG00000248245.1|CTB-49A3.2"
"ENSG00000128739.21|SNRPN"
"ENSG00000101974.14|ATP11C"
"ENSG00000250934.1|RP11-71E19.1"
"ENSG00000235531.9|MSC-AS1"
"ENSG00000165757.8|KIAA1462"
"ENSG00000236404.8|VLDLR-AS1"
"ENSG00000197779.13|ZNF81"
"ENSG00000088247.16|KHSRP"
"ENSG00000279631.1|RP11-573G6.4"
"ENSG00000100577.18|GSTZ1"
"ENSG00000167720.12|SRR"
"ENSG00000184925.11|LCN12"
"ENSG00000116990.10|MYCL"
"ENSG00000109475.16|RPL34"
"ENSG00000073536.17|NLE1"
"ENSG00000197461.13|PDGFA"
"ENSG00000185753.12|CXorf38"
"ENSG00000168092.13|PAFAH1B2"
"ENSG00000145996.11|CDKAL1"
"ENSG00000004700.15|RECQL"
"ENSG00000165821.11|SALL2"
"ENSG00000163491.16|NEK10"
"ENSG00000118729.11|CASQ2"
"ENSG00000230844.2|ZNF674-AS1"
"ENSG00000163975.11|MELTF"
"ENSG00000119689.14|DLST"
"ENSG00000041353.9|RAB27B"
"ENSG00000166260.10|COX11"
"ENSG00000187514.15|PTMA"
"ENSG00000162458.12|FBLIM1"
"ENSG00000166342.18|NETO1"
"ENSG00000154188.9|ANGPT1"
"ENSG00000175061.17|LRRC75A-AS1"
"ENSG00000153187.17|HNRNPU"
"ENSG00000177380.13|PPFIA3"
"ENSG00000111341.9|MGP"
"ENSG00000124614.13|RPS10"
"ENSG00000169432.14|SCN9A"
"ENSG00000263001.5|GTF2I"
"ENSG00000138075.11|ABCG5"
"ENSG00000185274.11|WBSCR17"
"ENSG00000171604.11|CXXC5"
"ENSG00000102996.4|MMP15"
"ENSG00000253861.1|SLC2A3P1"
"ENSG00000148826.8|NKX6-2"
"ENSG00000159917.14|ZNF235"
"ENSG00000050130.17|JKAMP"
"ENSG00000153714.5|LURAP1L"
"ENSG00000175198.15|PCCA"
"ENSG00000162337.11|LRP5"
"ENSG00000162728.4|KCNJ9"
"ENSG00000105866.13|SP4"
"ENSG00000153933.9|DGKE"
"ENSG00000175899.14|A2M"
"ENSG00000141562.17|NARF"
"ENSG00000167106.11|FAM102A"
"ENSG00000180104.15|EXOC3"
"ENSG00000185437.13|SH3BGR"
"ENSG00000169271.2|HSPB3"
"ENSG00000165304.7|MELK"
"ENSG00000100462.15|PRMT5"
"ENSG00000172458.4|IL17D"
"ENSG00000117480.15|FAAH"
"ENSG00000236830.6|CBR3-AS1"
"ENSG00000116273.5|PHF13"
"ENSG00000144455.13|SUMF1"
"ENSG00000114541.14|FRMD4B"
"ENSG00000162148.10|PPP1R32"
"ENSG00000140104.13|C14orf79"
"ENSG00000111906.17|HDDC2"
"ENSG00000070214.15|SLC44A1"
"ENSG00000196352.14|CD55"
"ENSG00000164530.13|PI16"
"ENSG00000104626.14|ERI1"
"ENSG00000000003.14|TSPAN6"
"ENSG00000108375.12|RNF43"
"ENSG00000182870.12|GALNT9"
"ENSG00000137145.20|DENND4C"
"ENSG00000136866.13|ZFP37"
"ENSG00000103154.9|NECAB2"
"ENSG00000127663.14|KDM4B"
"ENSG00000166263.13|STXBP4"
"ENSG00000128578.9|STRIP2"
"ENSG00000158292.6|GPR153"
"ENSG00000186141.8|POLR3C"
"ENSG00000147324.10|MFHAS1"
"ENSG00000171848.13|RRM2"
"ENSG00000138381.9|ASNSD1"
"ENSG00000144834.13|TAGLN3"
"ENSG00000183853.17|KIRREL"
"ENSG00000122778.9|KIAA1549"
"ENSG00000175352.10|NRIP3"
"ENSG00000112186.11|CAP2"
"ENSG00000079150.17|FKBP7"
"ENSG00000005801.16|ZNF195"
"ENSG00000063244.12|U2AF2"
"ENSG00000138750.14|NUP54"
"ENSG00000149428.18|HYOU1"
"ENSG00000237949.1|LINC00844"
"ENSG00000184194.5|GPR173"
"ENSG00000106635.7|BCL7B"
"ENSG00000088899.14|RP5-1187M17.10"
"ENSG00000100393.11|EP300"
"ENSG00000101977.19|MCF2"
"ENSG00000183696.13|UPP1"
"ENSG00000109819.8|PPARGC1A"
"ENSG00000227757.3|AP000282.2"
"ENSG00000111641.11|NOP2"
"ENSG00000225127.2|LINC00237"
"ENSG00000204603.6|LINC01257"
"ENSG00000131470.14|PSMC3IP"
"ENSG00000172269.17|DPAGT1"
"ENSG00000091986.15|CCDC80"
"ENSG00000135063.17|FAM189A2"
"ENSG00000188730.4|VWC2"
"ENSG00000235711.4|ANKRD34C"
"ENSG00000048540.14|LMO3"
"ENSG00000073849.14|ST6GAL1"
"ENSG00000254615.2|RP11-395G23.3"
"ENSG00000244405.7|ETV5"
"ENSG00000118733.16|OLFM3"
"ENSG00000115935.17|WIPF1"
"ENSG00000157657.14|ZNF618"
"ENSG00000131558.14|EXOC4"
"ENSG00000185100.10|ADSSL1"
"ENSG00000029153.14|ARNTL2"
"ENSG00000142920.16|AZIN2"
"ENSG00000170523.3|KRT83"
"ENSG00000159733.13|ZFYVE28"
"ENSG00000205634.6|LINC00898"
"ENSG00000129315.9|CCNT1"
"ENSG00000147403.16|RPL10"
"ENSG00000108349.15|CASC3"
"ENSG00000173991.5|TCAP"
"ENSG00000130449.5|ZSWIM6"
"ENSG00000108510.9|MED13"
"ENSG00000153404.14|PLEKHG4B"
"ENSG00000141627.13|DYM"
"ENSG00000104723.20|TUSC3"
"ENSG00000232560.6|LINC01549"
"ENSG00000179387.9|ELMOD2"
"ENSG00000131773.13|KHDRBS3"
"ENSG00000089094.17|KDM2B"
"ENSG00000111142.13|METAP2"
"ENSG00000139155.8|SLCO1C1"
"ENSG00000127081.13|ZNF484"
"ENSG00000261594.3|TPBGL"
"ENSG00000116157.5|GPX7"
"ENSG00000205704.6|LINC00634"
"ENSG00000119283.15|TRIM67"
"ENSG00000105722.9|ERF"
"ENSG00000198799.11|LRIG2"
"ENSG00000221995.5|TIAF1"
"ENSG00000186446.11|ZNF501"
"ENSG00000204052.4|LRRC73"
"ENSG00000171502.14|COL24A1"
"ENSG00000142867.12|BCL10"
"ENSG00000213859.4|KCTD11"
"ENSG00000139620.12|KANSL2"
"ENSG00000142192.20|APP"
"ENSG00000136425.12|CIB2"
"ENSG00000171791.12|BCL2"
"ENSG00000186300.11|ZNF555"
"ENSG00000084764.10|MAPRE3"
"ENSG00000183527.11|PSMG1"
"ENSG00000121858.10|TNFSF10"
"ENSG00000100321.14|SYNGR1"
"ENSG00000104375.15|STK3"
"ENSG00000135535.15|CD164"
"ENSG00000197771.12|MCMBP"
"ENSG00000131944.9|FAAP24"
"ENSG00000262209.2|PCDHGB3"
"ENSG00000117971.11|CHRNB4"
"ENSG00000164465.18|DCBLD1"
"ENSG00000100401.19|RANGAP1"
"ENSG00000083535.15|PIBF1"
"ENSG00000147592.8|LACTB2"
"ENSG00000104904.12|OAZ1"
"ENSG00000105701.15|FKBP8"
"ENSG00000136937.12|NCBP1"
"ENSG00000142910.15|TINAGL1"
"ENSG00000232593.6|KANTR"
"ENSG00000148300.11|REXO4"
"ENSG00000112245.9|PTP4A1"
"ENSG00000204179.10|PTPN20"
"ENSG00000174744.13|BRMS1"
"ENSG00000159200.17|RCAN1"
"ENSG00000198739.10|LRRTM3"
"ENSG00000152778.8|IFIT5"
"ENSG00000263002.7|ZNF234"
"ENSG00000113838.12|TBCCD1"
"ENSG00000056291.17|NPFFR2"
"ENSG00000100211.10|CBY1"
"ENSG00000142530.10|FAM71E1"
"ENSG00000164841.4|TMEM74"
"ENSG00000281205.1|LINC00950"
"ENSG00000177675.8|CD163L1"
"ENSG00000151623.14|NR3C2"
"ENSG00000135363.11|LMO2"
"ENSG00000145214.13|DGKQ"
"ENSG00000008516.16|MMP25"
"ENSG00000196458.10|ZNF605"
"ENSG00000163820.14|FYCO1"
"ENSG00000078177.13|N4BP2"
"ENSG00000171303.6|KCNK3"
"ENSG00000163848.19|ZNF148"
"ENSG00000168546.10|GFRA2"
"ENSG00000167419.10|LPO"
"ENSG00000162494.5|LRRC38"
"ENSG00000205221.12|VIT"
"ENSG00000125354.22|SEPT6"
"ENSG00000104205.12|SGK3"
"ENSG00000146143.17|PRIM2"
"ENSG00000189079.15|ARID2"
"ENSG00000114200.9|BCHE"
"ENSG00000128335.13|APOL2"
"ENSG00000108654.12|DDX5"
"ENSG00000163376.11|KBTBD8"
"ENSG00000143093.14|STRIP1"
"ENSG00000129351.17|ILF3"
"ENSG00000110148.9|CCKBR"
"ENSG00000130775.15|THEMIS2"
"ENSG00000127249.14|ATP13A4"
"ENSG00000137806.8|NDUFAF1"
"ENSG00000072858.10|SIDT1"
"ENSG00000135299.16|ANKRD6"
"ENSG00000125841.12|NRSN2"
"ENSG00000236107.7|AC010127.3"
"ENSG00000117122.13|MFAP2"
"ENSG00000152749.7|GPR180"
"ENSG00000143147.14|GPR161"
"ENSG00000107581.12|EIF3A"
"ENSG00000135482.6|ZC3H10"
"ENSG00000100003.17|SEC14L2"
"ENSG00000185015.7|CA13"
"ENSG00000151422.12|FER"
"ENSG00000250317.8|SMIM20"
"ENSG00000154930.14|ACSS1"
"ENSG00000147155.10|EBP"
"ENSG00000071462.11|WBSCR22"
"ENSG00000197705.9|KLHL14"
"ENSG00000127311.9|HELB"
"ENSG00000112796.9|ENPP5"
"ENSG00000148297.15|MED22"
"ENSG00000166006.12|KCNC2"
"ENSG00000119203.13|CPSF3"
"ENSG00000101146.12|RAE1"
"ENSG00000237412.6|PRSS56"
"ENSG00000068078.17|FGFR3"
"ENSG00000101189.6|MRGBP"
"ENSG00000180767.9|CHST13"
"ENSG00000198626.15|RYR2"
"ENSG00000178904.18|DPY19L3"
"ENSG00000164122.8|ASB5"
"ENSG00000146247.13|PHIP"
"ENSG00000174099.10|MSRB3"
"ENSG00000236287.7|ZBED5"
"ENSG00000129159.6|KCNC1"
"ENSG00000103269.13|RHBDL1"
"ENSG00000085063.14|CD59"
"ENSG00000164512.17|ANKRD55"
"ENSG00000247121.6|CTD-2260A17.2"
"ENSG00000183726.10|TMEM50A"
"ENSG00000136960.12|ENPP2"
"ENSG00000035499.12|DEPDC1B"
"ENSG00000090861.15|AARS"
"ENSG00000105963.13|ADAP1"
"ENSG00000171811.12|CFAP46"
"ENSG00000139546.10|TARBP2"
"ENSG00000117984.13|CTSD"
"ENSG00000186007.9|LEMD1"
"ENSG00000177106.14|EPS8L2"
"ENSG00000091844.7|RGS17"
"ENSG00000116183.10|PAPPA2"
"ENSG00000110042.7|DTX4"
"ENSG00000007516.13|BAIAP3"
"ENSG00000005156.11|LIG3"
"ENSG00000197818.11|SLC9A8"
"ENSG00000168993.14|CPLX1"
"ENSG00000177511.5|ST8SIA3"
"ENSG00000120784.15|ZFP30"
"ENSG00000125148.6|MT2A"
"ENSG00000198919.12|DZIP3"
"ENSG00000121933.18|TMIGD3"
"ENSG00000164850.14|GPER1"
"ENSG00000170004.16|CHD3"
"ENSG00000166908.17|PIP4K2C"
"ENSG00000050393.11|MCUR1"
"ENSG00000102385.12|DRP2"
"ENSG00000237737.5|DCTN1-AS1"
"ENSG00000144644.14|GADL1"
"ENSG00000099622.13|CIRBP"
"ENSG00000101057.15|MYBL2"
"ENSG00000186470.13|BTN3A2"
"ENSG00000181019.12|NQO1"
"ENSG00000163947.11|ARHGEF3"
"ENSG00000156475.18|PPP2R2B"
"ENSG00000159658.10|EFCAB14"
"ENSG00000156261.12|CCT8"
"ENSG00000139998.14|RAB15"
"ENSG00000135838.13|NPL"
"ENSG00000198846.5|TOX"
"ENSG00000151062.14|CACNA2D4"
"ENSG00000149923.13|PPP4C"
"ENSG00000226757.2|PP12613"
"ENSG00000132478.9|UNK"
"ENSG00000267855.5|NDUFA7"
"ENSG00000197355.10|UAP1L1"
"ENSG00000260296.1|RP11-395I6.3"
"ENSG00000236819.1|LINC01563"
"ENSG00000149292.16|TTC12"
"ENSG00000149927.17|DOC2A"
"ENSG00000131037.14|EPS8L1"
"ENSG00000089685.14|BIRC5"
"ENSG00000102271.13|KLHL4"
"ENSG00000238217.5|AC093590.1"
"ENSG00000095203.14|EPB41L4B"
"ENSG00000185046.18|ANKS1B"
"ENSG00000005893.15|LAMP2"
"ENSG00000183691.4|NOG"
"ENSG00000110002.15|VWA5A"
"ENSG00000075618.17|FSCN1"
"ENSG00000234945.7|GTF3C2-AS1"
"ENSG00000145428.14|RNF175"
"ENSG00000147488.11|ST18"
"ENSG00000147100.10|SLC16A2"
"ENSG00000259218.5|LINC00928"
"ENSG00000163110.14|PDLIM5"
"ENSG00000110880.10|CORO1C"
"ENSG00000225649.5|AC064875.2"
"ENSG00000176896.8|TCEANC"
"ENSG00000273301.1|RP11-314B1.2"
"ENSG00000038274.16|MAT2B"
"ENSG00000273540.2|AGBL1"
"ENSG00000123500.9|COL10A1"
"ENSG00000261399.1|LA16c-329F2.1"
"ENSG00000141750.6|STAC2"
"ENSG00000248008.2|NRAV"
"ENSG00000138617.14|PARP16"
"ENSG00000162702.7|ZNF281"
"ENSG00000153130.17|SCOC"
"ENSG00000149806.10|FAU"
"ENSG00000149657.19|LSM14B"
"ENSG00000129250.11|KIF1C"
"ENSG00000101911.12|PRPS2"
"ENSG00000103089.8|FA2H"
"ENSG00000230852.1|RP11-51G5.1"
"ENSG00000123352.17|SPATS2"
"ENSG00000111669.14|TPI1"
"ENSG00000103044.10|HAS3"
"ENSG00000174579.3|MSL2"
"ENSG00000138134.11|STAMBPL1"
"ENSG00000170537.12|TMC7"
"ENSG00000111261.13|MANSC1"
"ENSG00000004139.13|SARM1"
"ENSG00000078902.15|TOLLIP"
"ENSG00000096717.11|SIRT1"
"ENSG00000108830.9|RND2"
"ENSG00000204524.6|ZNF805"
"ENSG00000260077.1|RP11-254F7.2"
"ENSG00000156219.16|ART3"
"ENSG00000152782.16|PANK1"
"ENSG00000197969.11|VPS13A"
"ENSG00000158747.13|NBL1"
"ENSG00000186960.10|LINC01551"
"ENSG00000221944.5|TIGD1"
"ENSG00000102057.9|KCND1"
"ENSG00000245213.6|RP11-10K16.1"
"ENSG00000181322.13|NME9"
"ENSG00000196104.10|SPOCK3"
"ENSG00000172803.17|SNX32"
"ENSG00000204977.9|TRIM13"
"ENSG00000178573.6|MAF"
"ENSG00000135486.17|HNRNPA1"
"ENSG00000145220.13|LYAR"
"ENSG00000166503.8|RP11-382A20.3"
"ENSG00000140829.11|DHX38"
"ENSG00000119862.12|LGALSL"
"ENSG00000123095.5|BHLHE41"
"ENSG00000253161.5|LINC01605"
"ENSG00000147465.11|STAR"
"ENSG00000198892.6|SHISA4"
"ENSG00000188981.10|MSANTD1"
"ENSG00000180370.10|PAK2"
"ENSG00000004660.14|CAMKK1"
"ENSG00000175575.12|PAAF1"
"ENSG00000203485.12|INF2"
"ENSG00000197857.13|ZNF44"
"ENSG00000132640.14|BTBD3"
"ENSG00000180592.16|SKIDA1"
"ENSG00000092096.15|SLC22A17"
"ENSG00000162817.6|C1orf115"
"ENSG00000135148.11|TRAFD1"
"ENSG00000175611.11|LINC00476"
"ENSG00000120725.12|SIL1"
"ENSG00000184005.10|ST6GALNAC3"
"ENSG00000163125.15|RPRD2"
"ENSG00000196911.10|KPNA5"
"ENSG00000176428.5|VPS37D"
"ENSG00000115828.15|QPCT"
"ENSG00000144895.11|EIF2A"
"ENSG00000112335.14|SNX3"
"ENSG00000134901.12|KDELC1"
"ENSG00000130935.9|NOL11"
"ENSG00000051382.8|PIK3CB"
"ENSG00000122966.14|CIT"
"ENSG00000167785.8|ZNF558"
"ENSG00000165475.13|CRYL1"
"ENSG00000158006.13|PAFAH2"
"ENSG00000115415.18|STAT1"
"ENSG00000148482.11|SLC39A12"
"ENSG00000105676.13|ARMC6"
"ENSG00000264522.5|OTUD7B"
"ENSG00000111110.11|PPM1H"
"ENSG00000187815.9|ZFP69"
"ENSG00000174456.13|C12orf76"
"ENSG00000130643.8|CALY"
"ENSG00000122824.10|NUDT10"
"ENSG00000154310.16|TNIK"
"ENSG00000242173.8|ARHGDIG"
"ENSG00000198298.12|ZNF485"
"ENSG00000136986.9|DERL1"
