"Gene"
"ENSG00000008513.14|ST3GAL1"
"ENSG00000158019.20|BRE"
"ENSG00000137073.20|UBAP2"
"ENSG00000102524.11|TNFSF13B"
"ENSG00000168135.4|KCNJ4"
"ENSG00000156504.16|FAM122B"
"ENSG00000144460.12|NYAP2"
"ENSG00000130939.18|UBE4B"
"ENSG00000272734.1|ADIRF-AS1"
"ENSG00000261340.1|LINC01616"
"ENSG00000125691.12|RPL23"
"ENSG00000148082.9|SHC3"
"ENSG00000175766.11|EIF4E1B"
"ENSG00000172164.13|SNTB1"
"ENSG00000198142.4|SOWAHC"
"ENSG00000100918.12|REC8"
"ENSG00000113273.15|ARSB"
"ENSG00000162975.4|KCNF1"
"ENSG00000272692.1|RP11-399K21.14"
"ENSG00000107147.12|KCNT1"
"ENSG00000196482.16|ESRRG"
"ENSG00000146063.18|TRIM41"
"ENSG00000125775.14|SDCBP2"
"ENSG00000175029.16|CTBP2"
"ENSG00000196396.9|PTPN1"
"ENSG00000083290.19|ULK2"
"ENSG00000175206.10|NPPA"
"ENSG00000189157.13|FAM47E"
"ENSG00000127903.13|ZNF835"
"ENSG00000267014.5|LINC01532"
"ENSG00000213079.9|SCAF8"
"ENSG00000135338.13|LCA5"
"ENSG00000033030.13|ZCCHC8"
"ENSG00000243317.7|C7orf73"
"ENSG00000145864.12|GABRB2"
"ENSG00000261044.1|AP006547.3"
"ENSG00000160961.11|ZNF333"
"ENSG00000122643.18|NT5C3A"
"ENSG00000138798.11|EGF"
"ENSG00000166033.11|HTRA1"
"ENSG00000139437.17|TCHP"
"ENSG00000167220.11|HDHD2"
"ENSG00000107960.10|OBFC1"
"ENSG00000164896.19|FASTK"
"ENSG00000092445.11|TYRO3"
"ENSG00000170915.8|PAQR8"
"ENSG00000180198.15|RCC1"
"ENSG00000106477.18|CEP41"
"ENSG00000110090.12|CPT1A"
"ENSG00000141179.13|PCTP"
"ENSG00000072682.18|P4HA2"
"ENSG00000158865.12|SLC5A11"
"ENSG00000103740.9|ACSBG1"
"ENSG00000168826.15|ZBTB49"
"ENSG00000123358.19|NR4A1"
"ENSG00000166863.11|TAC3"
"ENSG00000186051.6|TAL2"
"ENSG00000176024.17|ZNF613"
"ENSG00000083720.12|OXCT1"
"ENSG00000138100.13|TRIM54"
"ENSG00000149488.12|TMC2"
"ENSG00000174429.3|ABRA"
"ENSG00000076248.10|UNG"
"ENSG00000279660.1|RP11-849N15.3"
"ENSG00000173473.10|SMARCC1"
"ENSG00000178951.8|ZBTB7A"
"ENSG00000095587.8|TLL2"
"ENSG00000146054.17|TRIM7"
"ENSG00000173599.13|PC"
"ENSG00000132975.7|GPR12"
"ENSG00000090924.14|PLEKHG2"
"ENSG00000106560.10|GIMAP2"
"ENSG00000224509.2|AC010884.1"
"ENSG00000028277.21|POU2F2"
"ENSG00000166546.13|BEAN1"
"ENSG00000181191.11|PJA1"
"ENSG00000213148.3|AC073465.1"
"ENSG00000106299.7|WASL"
"ENSG00000172765.16|TMCC1"
"ENSG00000233725.7|LINC00284"
"ENSG00000092820.17|EZR"
"ENSG00000120457.11|KCNJ5"
"ENSG00000165731.17|RET"
"ENSG00000152578.12|GRIA4"
"ENSG00000116062.14|MSH6"
"ENSG00000172005.10|MAL"
"ENSG00000137574.10|TGS1"
"ENSG00000137185.11|ZSCAN9"
"ENSG00000158467.16|AHCYL2"
"ENSG00000250208.6|FZD10-AS1"
"ENSG00000171466.9|ZNF562"
"ENSG00000069966.18|GNB5"
"ENSG00000185129.5|PURA"
"ENSG00000179168.14|GGN"
"ENSG00000033122.18|LRRC7"
"ENSG00000166831.8|RBPMS2"
"ENSG00000272970.1|RP11-329B9.4"
"ENSG00000048828.16|FAM120A"
"ENSG00000134532.15|SOX5"
"ENSG00000155561.14|NUP205"
"ENSG00000063854.12|HAGH"
"ENSG00000118181.10|RPS25"
"ENSG00000166579.15|NDEL1"
"ENSG00000179909.15|ZNF154"
"ENSG00000106526.10|ACTR3C"
"ENSG00000198522.13|GPN1"
"ENSG00000095059.15|DHPS"
"ENSG00000135472.8|FAIM2"
"ENSG00000250234.1|CTD-2024P10.1"
"ENSG00000166037.10|CEP57"
"ENSG00000101166.15|PRELID3B"
"ENSG00000158079.14|PTPDC1"
"ENSG00000188428.18|BLOC1S5"
"ENSG00000166788.9|SAAL1"
"ENSG00000185610.6|DBX2"
"ENSG00000155158.20|TTC39B"
"ENSG00000111962.7|UST"
"ENSG00000236155.6|RP11-231P20.2"
"ENSG00000183010.16|PYCR1"
"ENSG00000171094.15|ALK"
"ENSG00000117595.10|IRF6"
"ENSG00000163960.11|UBXN7"
"ENSG00000228358.5|AC113617.1"
"ENSG00000133816.13|MICAL2"
"ENSG00000224189.6|HAGLR"
"ENSG00000116237.15|ICMT"
"ENSG00000227958.1|RP11-399H11.3"
"ENSG00000236064.1|RP6-191P20.4"
"ENSG00000137960.5|GIPC2"
"ENSG00000137055.14|PLAA"
"ENSG00000152760.9|TCTEX1D1"
"ENSG00000104321.10|TRPA1"
"ENSG00000175216.14|CKAP5"
"ENSG00000125827.8|TMX4"
"ENSG00000105376.4|ICAM5"
"ENSG00000186469.8|GNG2"
"ENSG00000174238.14|PITPNA"
"ENSG00000175414.6|ARL10"
"ENSG00000157445.14|CACNA2D3"
"ENSG00000128245.14|YWHAH"
"ENSG00000163956.10|LRPAP1"
"ENSG00000170633.16|RNF34"
"ENSG00000189419.6|SPATA41"
"ENSG00000179178.10|TMEM125"
"ENSG00000196526.10|AFAP1"
"ENSG00000131023.12|LATS1"
"ENSG00000069998.12|CECR5"
"ENSG00000174151.14|CYB561D1"
"ENSG00000171450.5|CDK5R2"
"ENSG00000166477.12|LEO1"
"ENSG00000179388.8|EGR3"
"ENSG00000248079.2|DPH6-AS1"
"ENSG00000064601.16|CTSA"
"ENSG00000164134.12|NAA15"
"ENSG00000136940.13|PDCL"
"ENSG00000024862.17|CCDC28A"
"ENSG00000154743.17|TSEN2"
"ENSG00000260807.6|RP11-161M6.2"
"ENSG00000177301.13|KCNA2"
"ENSG00000114520.10|SNX4"
"ENSG00000117448.13|AKR1A1"
"ENSG00000013725.14|CD6"
"ENSG00000127863.15|TNFRSF19"
"ENSG00000231920.1|NEBL-AS1"
"ENSG00000123066.7|MED13L"
"ENSG00000165443.11|PHYHIPL"
"ENSG00000233928.5|RP11-305F18.1"
"ENSG00000103528.16|SYT17"
"ENSG00000120256.9|LRP11"
"ENSG00000183814.15|LIN9"
"ENSG00000184788.12|SATL1"
"ENSG00000118997.13|DNAH7"
"ENSG00000140598.13|EFL1"
"ENSG00000005483.20|KMT2E"
"ENSG00000204969.6|PCDHA2"
"ENSG00000112685.13|EXOC2"
"ENSG00000109062.10|SLC9A3R1"
"ENSG00000253875.1|RP11-16P20.3"
"ENSG00000173890.16|GPR160"
"ENSG00000145819.15|ARHGAP26"
"ENSG00000119812.18|FAM98A"
"ENSG00000100599.15|RIN3"
"ENSG00000259985.1|RP11-549B18.1"
"ENSG00000133740.10|E2F5"
"ENSG00000020129.15|NCDN"
"ENSG00000115526.10|CHST10"
"ENSG00000271147.7|ARMCX5-GPRASP2"
"ENSG00000101052.12|IFT52"
"ENSG00000178342.4|KCNG2"
"ENSG00000178381.11|ZFAND2A"
"ENSG00000183979.7|NPB"
"ENSG00000189058.8|APOD"
"ENSG00000185010.13|F8"
"ENSG00000011426.10|ANLN"
"ENSG00000114654.7|EFCC1"
"ENSG00000175595.14|ERCC4"
"ENSG00000168071.21|CCDC88B"
"ENSG00000114737.15|CISH"
"ENSG00000166233.13|ARIH1"
"ENSG00000184939.15|ZFP90"
"ENSG00000121769.7|FABP3"
"ENSG00000121064.12|SCPEP1"
"ENSG00000184343.10|SRPK3"
"ENSG00000251247.9|ZNF345"
"ENSG00000156273.15|BACH1"
"ENSG00000154814.13|OXNAD1"
"ENSG00000273456.1|RP11-686O6.2"
"ENSG00000157502.13|MUM1L1"
"ENSG00000157514.16|TSC22D3"
"ENSG00000015479.17|MATR3"
"ENSG00000104324.15|CPQ"
"ENSG00000100311.16|PDGFB"
"ENSG00000064692.18|SNCAIP"
"ENSG00000171951.4|SCG2"
"ENSG00000267767.2|CTC-523E23.4"
"ENSG00000278518.1|RP11-108K14.12"
"ENSG00000136861.17|CDK5RAP2"
"ENSG00000151458.11|ANKRD50"
"ENSG00000164548.10|TRA2A"
"ENSG00000111196.9|MAGOHB"
"ENSG00000070759.16|TESK2"
"ENSG00000242247.10|ARFGAP3"
"ENSG00000143774.16|GUK1"
"ENSG00000124789.11|NUP153"
"ENSG00000139132.14|FGD4"
"ENSG00000198586.13|TLK1"
"ENSG00000127418.14|FGFRL1"
"ENSG00000113889.11|KNG1"
"ENSG00000236714.1|AC005592.1"
"ENSG00000160285.14|LSS"
"ENSG00000079459.12|FDFT1"
"ENSG00000186577.12|C6orf1"
"ENSG00000176887.6|SOX11"
"ENSG00000173548.8|SNX33"
"ENSG00000109846.7|CRYAB"
"ENSG00000172354.9|GNB2"
"ENSG00000094631.18|HDAC6"
"ENSG00000157613.10|CREB3L1"
"ENSG00000187398.11|LUZP2"
"ENSG00000131097.6|HIGD1B"
"ENSG00000188994.12|ZNF292"
"ENSG00000143847.15|PPFIA4"
"ENSG00000125779.21|PANK2"
"ENSG00000164125.15|FAM198B"
"ENSG00000223802.7|CERS1"
"ENSG00000158164.6|TMSB15A"
"ENSG00000247775.2|SNCA-AS1"
"ENSG00000261738.6|MIR3976HG"
"ENSG00000167625.10|ZNF526"
"ENSG00000185742.6|C11orf87"
"ENSG00000249035.6|CTB-113P19.1"
"ENSG00000170873.18|MTSS1"
"ENSG00000157087.16|ATP2B2"
"ENSG00000143845.14|ETNK2"
"ENSG00000060566.13|CREB3L3"
"ENSG00000100473.15|COCH"
"ENSG00000140678.16|ITGAX"
"ENSG00000119782.13|FKBP1B"
"ENSG00000167674.14|CTB-50L17.10"
"ENSG00000269243.1|CTD-2231E14.8"
"ENSG00000134287.9|ARF3"
"ENSG00000256982.1|CTD-2555A7.2"
"ENSG00000141505.11|ASGR1"
"ENSG00000084774.13|CAD"
"ENSG00000196990.8|FAM163B"
"ENSG00000228203.6|RNF144A-AS1"
"ENSG00000244151.1|RP11-148K1.12"
"ENSG00000139364.10|TMEM132B"
"ENSG00000065534.18|MYLK"
"ENSG00000198743.6|SLC5A3"
"ENSG00000162735.18|PEX19"
"ENSG00000116132.11|PRRX1"
"ENSG00000102882.11|MAPK3"
"ENSG00000197928.10|ZNF677"
"ENSG00000156502.13|SUPV3L1"
"ENSG00000145832.12|SLC25A48"
"ENSG00000103381.11|CPPED1"
"ENSG00000137941.16|TTLL7"
"ENSG00000182566.13|CLEC4G"
"ENSG00000134504.12|KCTD1"
"ENSG00000188153.12|COL4A5"
"ENSG00000082068.8|WDR70"
"ENSG00000050730.15|TNIP3"
"ENSG00000134533.6|RERG"
"ENSG00000273664.1|RP11-2N1.3"
"ENSG00000076258.9|FMO4"
"ENSG00000099994.10|SUSD2"
"ENSG00000121210.15|KIAA0922"
"ENSG00000164587.11|RPS14"
"ENSG00000154429.10|CCSAP"
"ENSG00000100116.16|GCAT"
"ENSG00000203760.8|CENPW"
"ENSG00000068120.14|COASY"
"ENSG00000168528.11|SERINC2"
"ENSG00000138182.14|KIF20B"
"ENSG00000163995.19|ABLIM2"
"ENSG00000101331.15|CCM2L"
"ENSG00000104356.10|POP1"
"ENSG00000163803.12|PLB1"
"ENSG00000131089.14|ARHGEF9"
"ENSG00000086289.11|EPDR1"
"ENSG00000184845.3|DRD1"
"ENSG00000185477.4|GPRIN3"
"ENSG00000069248.11|NUP133"
"ENSG00000278192.1|RP5-1056H1.2"
"ENSG00000132670.20|PTPRA"
"ENSG00000176476.8|SGF29"
"ENSG00000244242.1|IFITM10"
"ENSG00000019102.11|VSIG2"
"ENSG00000102471.13|NDFIP2"
"ENSG00000179151.11|EDC3"
"ENSG00000166741.7|NNMT"
"ENSG00000101004.14|NINL"
"ENSG00000154265.15|ABCA5"
"ENSG00000124422.11|USP22"
"ENSG00000149639.14|SOGA1"
"ENSG00000197852.9|FAM212B"
"ENSG00000139597.17|N4BP2L1"
"ENSG00000163624.5|CDS1"
"ENSG00000184508.10|HDDC3"
"ENSG00000162390.17|ACOT11"
"ENSG00000163328.13|GPR155"
"ENSG00000138738.10|PRDM5"
"ENSG00000130332.14|LSM7"
"ENSG00000181754.6|AMIGO1"
"ENSG00000050748.17|MAPK9"
"ENSG00000104901.6|DKKL1"
"ENSG00000143194.12|MAEL"
"ENSG00000060656.19|PTPRU"
"ENSG00000144655.14|CSRNP1"
"ENSG00000050165.17|DKK3"
"ENSG00000138030.12|KHK"
"ENSG00000075035.9|WSCD2"
"ENSG00000166068.12|SPRED1"
"ENSG00000165533.18|TTC8"
"ENSG00000110931.18|CAMKK2"
"ENSG00000140557.11|ST8SIA2"
"ENSG00000171357.5|LURAP1"
"ENSG00000104327.7|CALB1"
"ENSG00000151611.13|MMAA"
"ENSG00000024422.11|EHD2"
"ENSG00000253645.1|CTD-2544N14.3"
"ENSG00000117400.15|MPL"
"ENSG00000101160.13|CTSZ"
"ENSG00000125850.10|OVOL2"
"ENSG00000151136.14|BTBD11"
"ENSG00000157617.16|C2CD2"
"ENSG00000155926.13|SLA"
"ENSG00000253797.2|UTP14C"
"ENSG00000158555.14|GDPD5"
"ENSG00000103671.9|TRIP4"
"ENSG00000162704.15|ARPC5"
"ENSG00000166128.12|RAB8B"
"ENSG00000005059.15|CCDC109B"
"ENSG00000119669.4|IRF2BPL"
"ENSG00000164176.12|EDIL3"
"ENSG00000141905.17|NFIC"
"ENSG00000169116.11|PARM1"
"ENSG00000224924.6|LINC00320"
"ENSG00000255087.2|RP11-168K9.2"
"ENSG00000198642.6|KLHL9"
"ENSG00000015592.16|STMN4"
"ENSG00000251423.2|CTB-51A17.1"
"ENSG00000213672.7|NCKIPSD"
"ENSG00000006016.10|CRLF1"
"ENSG00000182632.15|CCNYL2"
"ENSG00000100644.16|HIF1A"
"ENSG00000196632.10|WNK3"
"ENSG00000134207.14|SYT6"
"ENSG00000172315.5|TP53RK"
"ENSG00000104435.13|STMN2"
"ENSG00000107341.4|UBE2R2"
"ENSG00000088367.21|EPB41L1"
"ENSG00000162377.5|COA7"
"ENSG00000255136.2|CTD-2562J17.4"
"ENSG00000168014.16|C2CD3"
"ENSG00000060971.17|ACAA1"
"ENSG00000172346.14|CSDC2"
"ENSG00000115211.15|EIF2B4"
"ENSG00000162631.18|NTNG1"
"ENSG00000171448.8|ZBTB26"
"ENSG00000235162.8|C12orf75"
"ENSG00000267034.1|RP11-384O8.1"
"ENSG00000213930.11|GALT"
"ENSG00000162928.8|PEX13"
"ENSG00000167130.17|DOLPP1"
"ENSG00000136240.9|KDELR2"
"ENSG00000179104.8|TMTC2"
"ENSG00000143578.15|CREB3L4"
"ENSG00000187257.15|RSBN1L"
"ENSG00000185869.14|ZNF829"
"ENSG00000115963.13|RND3"
"ENSG00000139410.14|SDSL"
"ENSG00000122068.12|FYTTD1"
"ENSG00000186642.15|PDE2A"
"ENSG00000105671.11|DDX49"
"ENSG00000083828.15|ZNF586"
"ENSG00000163513.17|TGFBR2"
"ENSG00000198478.7|SH3BGRL2"
"ENSG00000100344.10|PNPLA3"
"ENSG00000171763.17|SPATA5L1"
"ENSG00000148218.15|ALAD"
"ENSG00000164398.12|ACSL6"
"ENSG00000197536.10|C5orf56"
"ENSG00000271730.1|RP11-787I22.3"
"ENSG00000139641.12|ESYT1"
"ENSG00000075073.14|TACR2"
"ENSG00000139971.15|C14orf37"
"ENSG00000119522.16|DENND1A"
"ENSG00000171532.4|NEUROD2"
"ENSG00000159082.17|SYNJ1"
"ENSG00000180929.5|GPR62"
"ENSG00000237438.7|CECR7"
"ENSG00000083168.9|KAT6A"
"ENSG00000185436.11|IFNLR1"
"ENSG00000071054.16|MAP4K4"
"ENSG00000043039.6|BARX2"
"ENSG00000162894.11|FCMR"
"ENSG00000181555.19|SETD2"
"ENSG00000067208.14|EVI5"
"ENSG00000137824.15|RMDN3"
"ENSG00000115170.13|ACVR1"
"ENSG00000163536.12|SERPINI1"
"ENSG00000114268.11|PFKFB4"
"ENSG00000116771.5|AGMAT"
"ENSG00000142731.10|PLK4"
"ENSG00000006576.16|PHTF2"
"ENSG00000272168.6|CASC15"
"ENSG00000149100.12|EIF3M"
"ENSG00000142197.12|DOPEY2"
"ENSG00000117155.16|SSX2IP"
"ENSG00000198551.9|ZNF627"
"ENSG00000064687.12|ABCA7"
"ENSG00000023171.15|GRAMD1B"
"ENSG00000096746.17|HNRNPH3"
"ENSG00000105509.10|HAS1"
"ENSG00000134115.12|CNTN6"
"ENSG00000280385.1|AP000648.5"
"ENSG00000143772.9|ITPKB"
"ENSG00000106636.7|YKT6"
"ENSG00000138942.15|RNF185"
"ENSG00000252558.1|RNU6-914P"
"ENSG00000005882.11|PDK2"
"ENSG00000154945.6|ANKRD40"
"ENSG00000046653.14|GPM6B"
"ENSG00000113657.12|DPYSL3"
"ENSG00000100823.11|APEX1"
"ENSG00000089101.17|CFAP61"
"ENSG00000117620.13|SLC35A3"
"ENSG00000196267.12|ZNF836"
"ENSG00000269556.7|TMEM185A"
"ENSG00000143479.15|DYRK3"
"ENSG00000175832.12|ETV4"
"ENSG00000135763.9|URB2"
"ENSG00000173486.12|FKBP2"
"ENSG00000144711.13|IQSEC1"
"ENSG00000174502.18|SLC26A9"
"ENSG00000158748.3|HTR6"
"ENSG00000197122.11|SRC"
"ENSG00000149273.14|RPS3"
"ENSG00000162444.11|RBP7"
"ENSG00000140443.13|IGF1R"
"ENSG00000076685.18|NT5C2"
"ENSG00000158691.14|ZSCAN12"
"ENSG00000135424.15|ITGA7"
"ENSG00000152684.10|PELO"
"ENSG00000067606.16|PRKCZ"
"ENSG00000254510.1|RP11-867G23.10"
"ENSG00000005108.15|THSD7A"
"ENSG00000089041.16|P2RX7"
"ENSG00000005981.12|ASB4"
"ENSG00000101040.19|ZMYND8"
"ENSG00000124191.17|TOX2"
"ENSG00000141458.12|NPC1"
"ENSG00000165912.15|PACSIN3"
"ENSG00000134042.12|MRO"
"ENSG00000161544.9|CYGB"
"ENSG00000172782.11|FADS6"
"ENSG00000157540.19|DYRK1A"
"ENSG00000143368.9|SF3B4"
"ENSG00000178163.7|ZNF518B"
"ENSG00000175224.16|ATG13"
"ENSG00000206053.12|HN1L"
"ENSG00000074603.18|DPP8"
"ENSG00000134717.17|BTF3L4"
"ENSG00000169213.6|RAB3B"
"ENSG00000115687.13|PASK"
"ENSG00000089289.15|IGBP1"
"ENSG00000011083.8|SLC6A7"
"ENSG00000100023.18|PPIL2"
"ENSG00000233757.6|AC092835.2"
"ENSG00000155980.11|KIF5A"
"ENSG00000133805.15|AMPD3"
"ENSG00000175806.14|MSRA"
"ENSG00000109501.13|WFS1"
"ENSG00000068079.7|IFI35"
"ENSG00000183571.10|PGPEP1L"
"ENSG00000153029.14|MR1"
"ENSG00000126822.16|PLEKHG3"
"ENSG00000120156.20|TEK"
"ENSG00000151729.10|SLC25A4"
"ENSG00000167178.15|ISLR2"
"ENSG00000154493.17|C10orf90"
"ENSG00000166813.14|KIF7"
"ENSG00000165424.6|ZCCHC24"
"ENSG00000077063.10|CTTNBP2"
"ENSG00000255817.1|RP11-196H14.4"
"ENSG00000180176.14|TH"
"ENSG00000137656.11|BUD13"
"ENSG00000121774.17|KHDRBS1"
"ENSG00000254788.7|CKLF-CMTM1"
"ENSG00000161204.11|ABCF3"
"ENSG00000165527.6|ARF6"
"ENSG00000146963.17|LUC7L2"
"ENSG00000167325.14|RRM1"
"ENSG00000143033.17|MTF2"
"ENSG00000175602.3|CCDC85B"
"ENSG00000163811.11|WDR43"
"ENSG00000128165.8|ADM2"
"ENSG00000169442.8|CD52"
"ENSG00000166816.13|LDHD"
"ENSG00000138326.18|RPS24"
"ENSG00000150361.11|KLHL1"
"ENSG00000198380.12|GFPT1"
"ENSG00000136514.2|RTP4"
"ENSG00000115970.18|THADA"
"ENSG00000137747.15|TMPRSS13"
"ENSG00000099814.15|CEP170B"
"ENSG00000116396.14|KCNC4"
"ENSG00000196776.14|CD47"
"ENSG00000166226.12|CCT2"
"ENSG00000002834.17|LASP1"
"ENSG00000108639.7|SYNGR2"
"ENSG00000112977.15|DAP"
"ENSG00000197361.6|FBXL22"
"ENSG00000126581.12|BECN1"
"ENSG00000111331.12|OAS3"
"ENSG00000063601.16|MTMR1"
"ENSG00000157219.3|HTR5A"
"ENSG00000234111.6|RP11-364P22.1"
"ENSG00000109458.8|GAB1"
"ENSG00000105639.18|JAK3"
"ENSG00000106236.3|NPTX2"
"ENSG00000136541.14|ERMN"
"ENSG00000119711.12|ALDH6A1"
"ENSG00000168813.16|ZNF507"
"ENSG00000168646.12|AXIN2"
"ENSG00000103460.16|TOX3"
"ENSG00000159579.13|RSPRY1"
"ENSG00000110074.10|FOXRED1"
"ENSG00000184208.10|C22orf46"
"ENSG00000100109.16|TFIP11"
"ENSG00000003137.8|CYP26B1"
"ENSG00000197912.13|SPG7"
"ENSG00000064651.13|SLC12A2"
"ENSG00000135452.9|TSPAN31"
"ENSG00000039123.15|SKIV2L2"
"ENSG00000198682.12|PAPSS2"
"ENSG00000254756.1|RP11-867G23.12"
"ENSG00000198668.10|CALM1"
"ENSG00000214546.3|AC087491.2"
"ENSG00000089234.15|BRAP"
"ENSG00000012171.18|SEMA3B"
"ENSG00000130202.9|NECTIN2"
"ENSG00000281376.1|ABALON"
"ENSG00000251141.5|RP11-53O19.1"
"ENSG00000125122.15|LRRC29"
"ENSG00000225539.5|AC018799.1"
"ENSG00000123454.10|DBH"
"ENSG00000102760.12|RGCC"
"ENSG00000251022.6|THAP9-AS1"
"ENSG00000106462.10|EZH2"
"ENSG00000091490.10|SEL1L3"
"ENSG00000141510.16|TP53"
"ENSG00000035862.12|TIMP2"
"ENSG00000232626.3|RP11-175B9.2"
"ENSG00000154001.13|PPP2R5E"
"ENSG00000004866.19|ST7"
"ENSG00000173011.11|TADA2B"
"ENSG00000164542.12|KIAA0895"
"ENSG00000133065.10|SLC41A1"
"ENSG00000237489.3|LINC00959"
"ENSG00000185008.17|ROBO2"
"ENSG00000186260.16|MKL2"
"ENSG00000163288.13|GABRB1"
"ENSG00000236963.6|LINC01141"
"ENSG00000120910.14|PPP3CC"
"ENSG00000079246.15|XRCC5"
"ENSG00000161381.13|PLXDC1"
"ENSG00000231999.6|FLJ27354"
"ENSG00000170515.13|PA2G4"
"ENSG00000185955.4|C7orf61"
"ENSG00000068784.12|SRBD1"
"ENSG00000141446.10|ESCO1"
"ENSG00000197063.10|MAFG"
"ENSG00000124641.15|MED20"
"ENSG00000170265.11|ZNF282"
"ENSG00000010626.14|LRRC23"
"ENSG00000249921.2|CTC-329H14.1"
"ENSG00000009307.15|CSDE1"
"ENSG00000100979.14|PLTP"
"ENSG00000107614.21|TRDMT1"
"ENSG00000112576.12|CCND3"
"ENSG00000134873.9|CLDN10"
"ENSG00000152465.17|NMT2"
"ENSG00000152932.7|RAB3C"
"ENSG00000197958.12|RPL12"
"ENSG00000196405.12|EVL"
"ENSG00000269420.5|PLA2G4C-AS1"
"ENSG00000135829.16|DHX9"
"ENSG00000130956.13|HABP4"
"ENSG00000186188.10|FFAR4"
"ENSG00000101158.13|NELFCD"
"ENSG00000170091.10|HMP19"
"ENSG00000105072.8|C19orf44"
"ENSG00000152382.5|TADA1"
"ENSG00000119922.9|IFIT2"
"ENSG00000105989.8|WNT2"
"ENSG00000125454.11|SLC25A19"
"ENSG00000147854.16|UHRF2"
"ENSG00000168575.9|SLC20A2"
"ENSG00000125503.12|PPP1R12C"
"ENSG00000172724.11|CCL19"
"ENSG00000037637.10|FBXO42"
"ENSG00000198948.11|MFAP3L"
"ENSG00000124357.12|NAGK"
"ENSG00000122584.12|NXPH1"
"ENSG00000185504.16|FAAP100"
"ENSG00000145833.15|DDX46"
"ENSG00000110536.13|PTPMT1"
"ENSG00000126561.16|STAT5A"
"ENSG00000163517.14|HDAC11"
"ENSG00000001084.10|GCLC"
"ENSG00000212916.4|MAP10"
"ENSG00000124664.10|SPDEF"
"ENSG00000147419.16|CCDC25"
"ENSG00000260400.1|RP11-119F7.5"
"ENSG00000266469.1|CTB-131K11.1"
"ENSG00000102096.9|PIM2"
"ENSG00000132676.15|DAP3"
"ENSG00000177182.10|CLVS1"
"ENSG00000169760.17|NLGN1"
"ENSG00000154734.14|ADAMTS1"
"ENSG00000234899.9|SOX9-AS1"
"ENSG00000115844.10|DLX2"
"ENSG00000102003.10|SYP"
"ENSG00000106305.9|AIMP2"
"ENSG00000283515.1|CTD-3138B18.4"
"ENSG00000180479.13|ZNF571"
"ENSG00000118777.10|ABCG2"
"ENSG00000158406.4|HIST1H4H"
"ENSG00000188419.13|CHM"
"ENSG00000148719.14|DNAJB12"
"ENSG00000092054.12|MYH7"
"ENSG00000198932.12|GPRASP1"
"ENSG00000182952.4|HMGN4"
"ENSG00000136783.9|NIPSNAP3A"
"ENSG00000101850.12|GPR143"
"ENSG00000280435.1|RP4-555D20.1"
"ENSG00000169379.15|ARL13B"
"ENSG00000182247.9|UBE2E2"
"ENSG00000116747.12|TROVE2"
"ENSG00000179144.4|GIMAP7"
"ENSG00000183688.4|FAM101B"
"ENSG00000132530.16|XAF1"
"ENSG00000172375.12|C2CD2L"
"ENSG00000256806.4|C17orf100"
"ENSG00000120658.13|ENOX1"
"ENSG00000133056.13|PIK3C2B"
"ENSG00000180730.4|SHISA2"
"ENSG00000170222.11|ADPRM"
"ENSG00000153266.12|FEZF2"
"ENSG00000125965.8|GDF5"
"ENSG00000179292.4|TMEM151A"
"ENSG00000186073.11|C15orf41"
"ENSG00000151065.13|DCP1B"
"ENSG00000274964.1|RP11-817I4.1"
"ENSG00000179083.6|FAM133A"
"ENSG00000107831.12|FGF8"
"ENSG00000169884.13|WNT10B"
"ENSG00000280798.1|LINC00294"
"ENSG00000175416.12|CLTB"
"ENSG00000136160.14|EDNRB"
"ENSG00000164935.6|DCSTAMP"
"ENSG00000150977.10|RILPL2"
"ENSG00000110906.12|KCTD10"
"ENSG00000052841.14|TTC17"
"ENSG00000167550.10|RHEBL1"
"ENSG00000167470.12|MIDN"
"ENSG00000129595.12|EPB41L4A"
"ENSG00000151657.11|KIN"
"ENSG00000136560.13|TANK"
"ENSG00000147526.19|TACC1"
"ENSG00000220418.1|TUBB3P1"
"ENSG00000197885.10|NKIRAS1"
"ENSG00000159445.12|THEM4"
"ENSG00000175938.6|ORAI3"
"ENSG00000163873.9|GRIK3"
"ENSG00000130826.16|DKC1"
"ENSG00000279619.1|CTD-2527I21.5"
"ENSG00000116350.16|SRSF4"
"ENSG00000164985.14|PSIP1"
"ENSG00000185515.14|BRCC3"
"ENSG00000072501.17|SMC1A"
"ENSG00000175556.16|LONRF3"
"ENSG00000116016.13|EPAS1"
"ENSG00000213281.4|NRAS"
"ENSG00000101542.9|CDH20"
"ENSG00000150656.14|CNDP1"
"ENSG00000168291.12|PDHB"
"ENSG00000109265.13|KIAA1211"
"ENSG00000216863.9|LY86-AS1"
"ENSG00000137460.8|FHDC1"
"ENSG00000215397.3|SCRT2"
"ENSG00000270885.1|RASL10B"
"ENSG00000143416.20|SELENBP1"
"ENSG00000144645.13|OSBPL10"
"ENSG00000169750.8|RAC3"
"ENSG00000111581.9|NUP107"
"ENSG00000175048.16|ZDHHC14"
"ENSG00000116212.14|LRRC42"
"ENSG00000147180.16|ZNF711"
"ENSG00000134014.16|ELP3"
"ENSG00000120063.9|GNA13"
"ENSG00000179454.13|KLHL28"
"ENSG00000140455.16|USP3"
"ENSG00000101665.8|SMAD7"
"ENSG00000198833.6|UBE2J1"
"ENSG00000166833.19|NAV2"
